id,short_code,name,type,description_main,description_only_numbers1151M390060,part_number_distributor_orbital_fasteners,webpage_distributor_orbital_fasteners,part_number_manufacturer_metalmate,webpage_manufacturer_metalmate,price_current,name_manufacturer_metalmate
packaging_takeaway_container_rectangle_500_ml_nisbet_fiesta_small_dm181,,Packaging Takeaway Container Rectangle 500 Ml Nisbet Fiesta Small Dm181,takeaway_container_rectangle,,,,,,,,
wood_timber_cls_38_mm_width_63_mm_height_2400_mm_depth,,Wood Timber Cls 38 mm Width 63 mm Height 2400 mm Depth,timber_cls,,,,,,,,
